,Name,Year,Rating,Votes
616,High Fidelity,2000,7.5,155435.0
617,Punch-Drunk Love,2002,7.3,127259.0
618,Across the Universe,2007,7.4,99675.0
619,Rock Star,2001,6.2,37886.0
620,Over the Hedge,2006,6.7,142801.0
621,Dreamgirls,2006,6.5,62852.0
622,An Education,2009,7.3,121064.0
623,27 Dresses,2008,6.1,140116.0
624,The New World,2005,6.7,77210.0
625,Stick It,2006,6.4,24753.0
626,Spy Game,2001,7.1,132171.0
627,The Sum of All Fears,2002,6.4,94632.0
628,Bad Girls from Valley High,2005,3.4,1576.0
629,When a Stranger Calls,2006,5.1,39083.0
630,Men in Black II,2002,6.1,299574.0
631,Mr. Brooks,2007,7.3,133590.0
632,Before Sunset,2004,8.1,198956.0
633,Salinui chueok,2003,8.1,93790.0
634,Harsh Times,2005,6.9,59031.0
635,Ying xiong,2002,7.9,162534.0
636,Underworld: Evolution,2006,6.7,175913.0
637,The Life Aquatic with Steve Zissou,2004,7.3,160648.0
638,A Single Man,2009,7.6,96989.0
639,Chasing Liberty,2004,6.1,33202.0
640,Doubt,2008,7.5,110730.0
641,Tenacious D in The Pick of Destiny,2006,6.8,94441.0
642,The Unborn,2009,4.8,45927.0
643,A History of Violence,2005,7.5,205854.0
644,Evolution,2001,6.1,110473.0
645,Frailty,2001,7.3,69149.0
646,Daddy Day Care,2003,5.5,56436.0
647,Cloudy with a Chance of Meatballs,2009,7.0,177944.0
648,Taking Lives,2004,6.2,72432.0
649,Van Wilder,2002,6.4,96275.0
650,You Don't Mess with the Zohan,2008,5.5,172786.0
651,9,2009,7.1,122674.0
652,"Synecdoche, New York",2008,7.5,68653.0
653,Secret Window,2004,6.6,164874.0
654,Lucky Number Slevin,2006,7.8,283848.0
655,"Me, Myself & Irene",2000,6.6,204554.0
656,All About Steve,2009,4.8,36520.0
657,Rescue Dawn,2006,7.3,92969.0
658,The 6th Day,2000,5.9,108248.0
659,Maid in Manhattan,2002,5.1,76230.0
660,The Duchess,2008,6.9,70196.0
661,Just Friends,2005,6.2,93876.0
662,Little Nicky,2000,5.3,88984.0
663,Pay It Forward,2000,7.2,105076.0
664,Evan Almighty,2007,5.4,127224.0
665,The Happening,2008,5.0,180594.0
666,Big Stan,2007,6.2,38048.0
667,The Midnight Meat Train,2008,6.1,53839.0
668,The Polar Express,2004,6.6,145512.0
669,Seed of Chucky,2004,4.9,33554.0
670,S.W.A.T.,2003,6.0,128994.0
671,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,25023.0
672,Mr. Bean's Holiday,2007,6.4,102139.0
673,21 Grams,2003,7.7,207912.0
674,Rush Hour 3,2007,6.2,136686.0
675,American Pie 2,2001,6.4,219725.0
676,Snakes on a Plane,2006,5.5,123752.0
677,Zathura: A Space Adventure,2005,6.2,80696.0
678,Knowing,2009,6.2,204365.0
679,Yip Man,2008,8.0,191758.0
680,All the Boys Love Mandy Lane,2006,5.6,28616.0
681,The Forbidden Kingdom,2008,6.6,95135.0
682,Grandma's Boy,2006,7.0,72569.0
683,Bride Wars,2009,5.5,91123.0
684,Rent,2005,7.0,45331.0
685,Eden Lake,2008,6.8,67615.0
686,Defiance,2008,7.2,127572.0
687,The Road to El Dorado,2000,6.9,71640.0
688,Vanity Fair,2004,6.2,18939.0
689,Speed Racer,2008,6.0,63746.0
690,Bubble Boy,2001,5.6,27871.0
691,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,118287.0
692,Hitch,2005,6.6,270641.0
693,Underworld: Rise of the Lycans,2009,6.6,138275.0
694,Julie & Julia,2009,7.0,92056.0
695,Lars and the Real Girl,2007,7.3,127980.0
696,Norbit,2007,4.0,60474.0
697,Four Brothers,2005,6.9,121920.0
698,Crank,2006,7.0,216435.0
699,Tears of the Sun,2003,6.6,103668.0
700,Street Kings,2008,6.8,101070.0
701,Monster's Ball,2001,7.1,77055.0
702,Gake no ue no Ponyo,2008,7.7,102464.0
703,The Wicker Man,2006,3.7,58581.0
704,Monsters vs. Aliens,2009,6.5,130943.0
705,Jay and Silent Bob Strike Back,2001,6.9,138204.0
706,Lie with Me,2005,5.4,13136.0
707,Ken Park,2002,5.9,27025.0
708,Nine,2009,5.8,40210.0
709,Ella Enchanted,2004,6.3,55190.0
710,Without a Paddle,2004,5.9,40703.0
711,Angel Eyes,2001,5.6,20855.0
712,The Haunting in Connecticut,2009,5.9,55155.0
713,Hot Rod,2007,6.7,67706.0
714,I Am Sam,2001,7.6,133180.0
715,Race to Witch Mountain,2009,5.7,49440.0
716,Australia,2008,6.6,111515.0
717,The Number 23,2007,6.4,180616.0
718,Inland Empire,2006,7.0,48047.0
719,El espinazo del diablo,2001,7.5,55369.0
720,Shoot 'Em Up,2007,6.7,137923.0
721,Case 39,2009,6.2,68883.0
722,Capote,2005,7.4,113773.0
723,The Darjeeling Limited,2007,7.2,159609.0
724,National Treasure: Book of Secrets,2007,6.5,200772.0
725,Imagine Me & You,2005,6.8,26555.0
726,The Sweetest Thing,2002,5.1,50576.0
727,Eragon,2006,5.1,115398.0
728,The Manchurian Candidate,2004,6.6,95171.0
729,Die Welle,2008,7.6,92359.0
730,Whip It,2009,6.9,60226.0
731,Le pacte des loups,2001,7.1,57255.0
732,Freedom Writers,2007,7.5,60066.0
733,Taxi,2004,4.5,36835.0
734,Rat Race,2001,6.4,100549.0
735,The Bank Job,2008,7.3,163143.0
736,Amores perros,2000,8.1,201182.0
737,Spun,2002,6.8,34416.0
738,The Transporter,2002,6.8,262669.0
739,Brüno,2009,5.8,131202.0
740,Resident Evil: Apocalypse,2004,6.2,170963.0
741,Be Cool,2005,5.7,63640.0
742,Sin nombre,2009,7.6,28830.0
743,Resident Evil: Extinction,2007,6.3,168878.0
744,Once Upon a Time in Mexico,2003,6.4,141886.0
745,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,122658.0
746,Love & Basketball,2000,7.2,16223.0
747,Serendipity,2001,6.9,95623.0
748,Around the World in 80 Days,2004,5.8,76812.0
749,Charlie Wilson's War,2007,7.1,98100.0
750,Flushed Away,2006,6.6,98379.0
751,Robots,2005,6.3,118075.0
752,Along Came a Spider,2001,6.3,66353.0
753,Mary and Max,2009,8.1,145357.0
754,xXx,2002,5.9,161943.0
755,The Wedding Date,2005,6.1,43750.0
756,Spread,2009,5.9,35534.0
757,Step Up 2: The Streets,2008,6.3,74498.0
758,I'm Not There.,2007,7.0,52693.0
759,Madagascar: Escape 2 Africa,2008,6.7,173370.0
760,Bedazzled,2000,6.0,89144.0
761,My Big Fat Greek Wedding,2002,6.6,111409.0
762,Walk Hard: The Dewey Cox Story,2007,6.8,61135.0
763,Vantage Point,2008,6.6,136516.0
764,Sahara,2005,6.0,84637.0
765,Book of Shadows: Blair Witch 2,2000,4.0,32946.0
766,Men of Honor,2000,7.2,98548.0
767,Treasure Planet,2002,7.1,86073.0
768,The Poughkeepsie Tapes,2007,6.1,11958.0
769,Bug,2006,6.1,30639.0
770,The Simpsons Movie,2007,7.3,284048.0
771,Paycheck,2003,6.3,96385.0
772,John Q,2002,7.1,111745.0
773,The Bucket List,2007,7.4,207878.0
774,Ghosts of Girlfriends Past,2009,5.8,75364.0
775,The Flintstones in Viva Rock Vegas,2000,3.6,18220.0
776,Outlander,2008,6.3,67907.0
777,Hustle & Flow,2005,7.4,36063.0
778,Rumor Has It...,2005,5.5,46697.0
779,RV,2006,5.5,51347.0
780,Team America: World Police,2004,7.2,147638.0
781,Final Destination 2,2003,6.2,135701.0
782,Phone Booth,2002,7.1,230625.0
783,Red Eye,2005,6.5,102920.0
784,Invictus,2009,7.3,137540.0
785,Saw III,2006,6.2,161744.0
786,The Day the Earth Stood Still,2008,5.5,152206.0
787,Jeepers Creepers II,2003,5.6,52713.0
788,U-571,2000,6.6,70927.0
789,Alvin and the Chipmunks,2007,5.2,66399.0
790,Mirrors,2008,6.2,95116.0
791,The House of the Devil,2009,6.4,35413.0
792,The Heartbreak Kid,2007,5.8,78531.0
793,Obsessed,2009,4.9,25970.0
794,Quills,2000,7.3,48193.0
795,The Bad Lieutenant: Port of Call - New Orleans,2009,6.6,69662.0
796,Soul Plane,2004,4.4,19901.0
797,Dancer in the Dark,2000,8.0,90187.0
798,Frequency,2000,7.4,92085.0
799,The Life of David Gale,2003,7.6,99073.0
800,Crank: High Voltage,2009,6.2,127515.0
801,Æon Flux,2005,5.5,117547.0
802,Valhalla Rising,2009,6.0,50136.0
803,We Are Marshall,2006,7.1,52220.0
804,Saw VI,2009,6.0,90124.0
805,Casanova,2005,6.5,48411.0
806,The Rules of Attraction,2002,6.7,46921.0
807,Romeo Must Die,2000,6.1,61923.0
808,How High,2001,6.3,48528.0
809,Shutter,2004,7.1,36139.0
810,Titan A.E.,2000,6.6,55441.0
811,A Scanner Darkly,2006,7.1,97973.0
812,Dinosaur,2000,6.5,45427.0
813,Secondhand Lions,2003,7.6,47351.0
814,Rogue,2007,6.2,24541.0
815,The Men Who Stare at Goats,2009,6.2,119177.0
816,Stranger Than Fiction,2006,7.6,203279.0
817,Semi-Pro,2008,5.8,72938.0
818,The Ruins,2008,5.9,64462.0
819,Vacancy,2007,6.2,87564.0
820,Syriana,2005,6.9,118304.0
821,Paul Blart: Mall Cop,2009,5.2,92983.0
822,Starter for 10,2006,6.7,19910.0
823,Saw IV,2007,5.9,127215.0
824,Cirque du Freak: The Vampire's Assistant,2009,5.9,39419.0
825,The Guardian,2006,6.9,81572.0
826,Ice Age: The Meltdown,2006,6.8,224764.0
827,The Legend of Zorro,2005,5.9,82797.0
828,Ray,2004,7.7,123799.0
829,Exam,2009,6.9,90637.0
830,Flickan som lekte med elden,2009,7.2,82281.0
831,My Sister's Keeper,2009,7.4,83007.0
832,Daybreakers,2009,6.5,114372.0
833,Ginger Snaps,2000,6.8,36946.0
834,Fool's Gold,2008,5.7,66717.0
835,What Happens in Vegas,2008,6.1,154108.0
836,Transporter 2,2005,6.3,174771.0
837,Flightplan,2005,6.3,139748.0
838,Meet the Spartans,2008,2.7,95558.0
839,The Last King of Scotland,2006,7.7,161518.0
840,Made of Honor,2008,5.9,61234.0
841,Penelope,2006,6.8,55980.0
842,Ice Age: Dawn of the Dinosaurs,2009,7.0,193933.0
843,Walking Tall,2004,6.2,61249.0
844,Street Fighter: The Legend of Chun-Li,2009,3.7,21350.0
845,Aquamarine,2006,5.3,34595.0
846,Seabiscuit,2003,7.3,61986.0
847,The Haunting of Molly Hartley,2008,3.9,8530.0
848,Wolf Creek,2005,6.3,61781.0
849,Kicking & Screaming,2005,5.6,33170.0
850,The Omen,2006,5.5,52581.0
851,St. Trinian's,2007,5.8,19987.0
852,The Whole Nine Yards,2000,6.7,99914.0
853,Failure to Launch,2006,5.6,65117.0
854,Girl with a Pearl Earring,2003,6.9,66604.0
855,This Is England,2006,7.7,107762.0
856,Dracula 2000,2000,4.9,29681.0
857,Gwoemul,2006,7.0,81575.0
858,Marley & Me,2008,7.1,131928.0
859,Something's Gotta Give,2003,6.7,100553.0
860,The Final Destination,2009,5.2,85916.0
861,Astérix & Obélix: Mission Cléopâtre,2002,6.6,43042.0
862,American Wedding,2003,6.3,178160.0
863,Prom Night,2008,3.9,30778.0
864,One Hour Photo,2002,6.8,105926.0
865,Surrogates,2009,6.3,160869.0
866,The Black Dahlia,2006,5.6,67265.0
867,The Magician,2005,6.6,785.0
868,The Nines,2007,6.4,30875.0
869,Confessions of a Dangerous Mind,2002,7.1,77400.0
870,Mona Lisa Smile,2003,6.5,69125.0
871,Looney Tunes: Back in Action,2003,5.7,28900.0
872,Rendition,2007,6.8,51175.0
873,"Janghwa, Hongryeon",2003,7.2,48993.0
874,Heartbreakers,2001,6.2,47760.0
875,Dirty Dancing: Havana Nights,2004,6.0,24546.0
876,Hard Ball,2001,6.4,25564.0
877,Dan in Real Life,2007,6.8,92304.0
878,Bedtime Stories,2008,6.1,79978.0
879,DOA: Dead or Alive,2006,4.8,41078.0
880,The Stepford Wives,2004,5.3,54469.0
881,Chicken Run,2000,7.0,158315.0
882,Friday After Next,2002,5.8,22759.0
883,Elizabeth: The Golden Age,2007,6.9,60340.0
884,Fanboys,2009,6.6,53416.0
885,Ninja Assassin,2009,6.4,63077.0
886,Saved!,2004,6.8,42475.0
887,Music and Lyrics,2007,6.5,89254.0
888,Scary Movie 4,2006,5.1,103846.0
889,Son of the Mask,2005,2.2,47439.0
890,The Little Vampire,2000,5.8,8480.0
891,Ghosts of Mars,2001,4.9,47073.0
892,Elephant,2003,7.2,78374.0
893,Bewitched,2005,4.8,63709.0
894,Max Payne,2008,5.4,115656.0
895,Miracle,2004,7.5,41881.0
896,Lords of Dogtown,2005,7.1,48173.0
897,Premonition,2007,5.9,67666.0
898,Spy Kids 3: Game Over,2003,4.2,47226.0
899,À l'intérieur,2007,6.8,33413.0
900,Open Range,2003,7.5,60211.0
901,Charlotte's Web,2006,6.3,32235.0
902,Gothika,2003,5.8,98070.0
903,The Hottie & the Nottie,2008,1.9,34776.0
904,Out of Time,2003,6.5,51395.0
905,Zwartboek,2006,7.8,66633.0
906,Joe Dirt,2001,5.9,46256.0
907,The Pledge,2001,6.8,48215.0
908,Osmosis Jones,2001,6.3,28705.0
909,Solaris,2002,6.2,73431.0
910,Appaloosa,2008,6.7,54538.0
911,Once,2007,7.9,102838.0
912,Ghajini,2008,7.3,48802.0
913,Candy,2006,7.3,39832.0
914,The Young Victoria,2009,7.3,52213.0
915,The SpongeBob SquarePants Movie,2004,7.0,68150.0
916,Blood Work,2002,6.4,38293.0
917,Blue Crush,2002,5.7,28034.0
918,Space Cowboys,2000,6.4,66589.0
919,Flyboys,2006,6.5,38614.0
920,Away We Go,2009,7.1,48981.0
921,The Painted Veil,2006,7.5,84145.0
922,Derailed,2005,6.6,66914.0
923,Domino,2005,6.0,61492.0
924,S1m0ne,2002,6.1,55532.0
925,Dorian Gray,2009,6.3,56651.0
926,Monster-in-Law,2005,5.5,50087.0
927,The Family Man,2000,6.7,94460.0
928,Runaway Jury,2003,7.1,83784.0
929,Hunger,2008,7.6,59222.0
930,Saw V,2008,5.8,103160.0
931,Enough,2002,5.7,34813.0
932,Wild Hogs,2007,5.9,107383.0
933,The Taking of Pelham 123,2009,6.4,167794.0
934,World Trade Center,2006,6.0,72877.0
935,Southland Tales,2006,5.5,34511.0
936,Extreme Movie,2008,3.7,10137.0
937,Ali,2001,6.8,86053.0
938,Chicken Little,2005,5.8,75100.0
939,The Invention of Lying,2009,6.4,103998.0
940,The Last Castle,2001,6.9,63364.0
941,Agora,2009,7.2,59754.0
942,Get Rich or Die Tryin',2005,5.2,40377.0
943,Epic Movie,2007,2.3,96184.0
944,War,2007,6.3,79162.0
945,Alvin and the Chipmunks: The Squeakquel,2009,4.5,37355.0
946,Hannah Montana: The Movie,2009,4.3,35733.0
947,Catch and Release,2006,6.0,21088.0
948,Freddy Got Fingered,2001,4.5,42932.0
949,Joy Ride,2001,6.6,58766.0
950,Hostage,2005,6.6,100458.0
951,25th Hour,2002,7.7,160301.0
952,Spanglish,2004,6.4,72210.0
953,Fun with Dick and Jane,2005,6.1,122106.0
954,Sunshine Cleaning,2008,6.9,65638.0
955,We Own the Night,2007,6.9,78327.0
956,Bully,2001,7.0,31769.0
957,Tristan + Isolde,2006,6.8,48063.0
958,Mission to Mars,2000,5.6,65788.0
959,The Break-Up,2006,5.8,113103.0
960,The Recruit,2003,6.6,122161.0
961,Michael Clayton,2007,7.3,146045.0
962,Inkheart,2008,6.1,67165.0
963,Letters from Iwo Jima,2006,7.9,143570.0
964,Daddy's Little Girls,2007,5.5,6479.0
965,Center Stage,2000,6.7,17169.0
966,High School Musical 3: Senior Year,2008,4.7,50861.0
967,The Gift,2000,6.7,57262.0
968,The Game Plan,2007,6.2,51286.0
969,The Secret Life of Bees,2008,7.3,22056.0
970,Quarantine,2008,6.0,63621.0
971,Righteous Kill,2008,6.0,79201.0
972,Hannibal Rising,2007,6.2,95409.0
973,Beerfest,2006,6.3,59684.0
974,Brother Bear,2003,6.8,82807.0
975,Carriers,2009,6.0,38779.0
976,Bandits,2001,6.5,61276.0
977,Littleman,2006,4.3,44712.0
978,Ultraviolet,2006,4.4,75330.0
979,The Rocker,2008,6.2,34752.0
980,Eight Below,2006,7.3,54770.0
981,Notorious,2009,6.7,36970.0
982,The Descent: Part 2,2009,5.8,38198.0
983,The Loved Ones,2009,6.7,32862.0
984,Stay Alive,2006,5.1,27895.0
985,The Wedding Planner,2001,5.3,68776.0
986,Confessions of a Teenage Drama Queen,2004,4.6,25408.0
987,The Man Who Wasn't There,2001,7.6,94867.0
988,An American Crime,2007,7.4,28547.0
989,Lucía y el sexo,2001,7.2,32352.0
990,Timeline,2003,5.6,56519.0
991,Save the Last Dance,2001,6.2,52836.0
992,Finding Forrester,2000,7.3,77756.0
993,Honey,2003,5.3,40273.0
994,Session 9,2001,6.5,48704.0
995,Death Sentence,2007,6.8,65118.0
996,High Crimes,2002,6.3,34602.0
997,Boiler Room,2000,7.0,45441.0
998,Notes on a Scandal,2006,7.4,69674.0
999,Mr. Deeds,2002,5.8,123329.0
1000,From Justin to Kelly,2003,2.1,24228.0
1001,The Queen,2006,7.3,95522.0
1002,Basic,2003,6.5,54809.0
1003,Good Bye Lenin!,2003,7.7,126332.0
1004,The Soloist,2009,6.7,47673.0
1005,Spirit: Stallion of the Cimarron,2002,7.1,54621.0
1006,Waking Life,2001,7.8,55621.0
1007,I Now Pronounce You Chuck & Larry,2007,6.0,130635.0
1008,Thick as Thieves,2009,6.0,31363.0
1009,Flags of Our Fathers,2006,7.1,109549.0
1010,My Summer of Love,2004,6.8,17960.0
1011,Unleashed,2005,7.0,92253.0
1012,Running Scared,2006,7.4,92793.0
1013,North Country,2005,7.3,36192.0
1014,I Hope They Serve Beer in Hell,2009,5.3,7884.0
1015,Nights in Rodanthe,2008,6.0,20572.0
1016,Hide and Seek,2005,5.9,76524.0
1017,Herbie Fully Loaded,2005,4.8,40902.0
1018,Zombie Strippers,2008,4.1,16693.0
1019,The Hole,2001,6.2,41566.0
1020,The Jacket,2005,7.1,101541.0
1021,The Box,2009,5.6,83319.0
1022,"Angus, Thongs and Perfect Snogging",2008,6.4,23129.0
1023,Along Came Polly,2004,5.9,115864.0
1024,Lagaan: Once Upon a Time in India,2001,8.1,89038.0
1025,Kung Pow: Enter the Fist,2002,6.2,40772.0
1026,Solomon Kane,2009,6.1,64699.0
1027,Shutter,2008,5.2,30013.0
1028,Thank You for Smoking,2005,7.6,203273.0
1029,The Ring Two,2005,5.4,82876.0
1030,Blood and Bone,2009,6.7,28643.0
1031,The Human Stain,2003,6.3,27441.0
1032,Gridiron Gang,2006,6.9,38887.0
1033,Half Nelson,2006,7.2,78853.0
1034,Wicker Park,2004,7.0,49131.0
1035,Chugyeogja,2008,7.9,46891.0
1036,Taking Woodstock,2009,6.7,26617.0
1037,Revolver,2005,6.5,82138.0
1038,Scoop,2006,6.7,74500.0
1039,The One,2001,5.9,83924.0
1040,Analyze That,2002,5.9,76209.0
1041,May,2002,6.7,29997.0
1042,Orange County,2002,6.2,44166.0
1043,Starsky & Hutch,2004,6.1,129088.0
1044,Supernova,2000,4.8,15977.0
1045,Broken Flowers,2005,7.2,89937.0
1046,The Brown Bunny,2003,5.0,12620.0
1047,Cradle 2 the Grave,2003,5.8,38246.0
1048,Hatchet,2006,5.7,25919.0
1049,Diary of a Mad Black Woman,2005,5.8,12488.0
1050,Sweet November,2001,6.7,78080.0
1051,Un prophète,2009,7.9,86315.0
1052,Mysterious Skin,2004,7.7,61670.0
1053,Tropa de Elite,2007,8.1,90255.0
1054,Darkness Falls,2003,5.0,28148.0
1055,City of Ember,2008,6.5,58472.0
1056,Original Sin,2001,6.0,49326.0
1057,I Heart Huckabees,2004,6.7,59757.0
1058,Deception,2008,6.1,35632.0
1059,Horton Hears a Who!,2008,6.8,118067.0
1060,The Good Girl,2002,6.5,40725.0
1061,A Wednesday,2008,8.2,65281.0
1062,Open Water,2003,5.7,47050.0
1063,Garfield,2004,5.0,69281.0
1064,Bubba Ho-Tep,2002,7.1,42122.0
1065,The Sisterhood of the Traveling Pants 2,2008,6.2,24685.0
1066,Open Season,2006,6.1,75472.0
1067,They,2002,4.8,11636.0
1068,Gigli,2003,2.4,43881.0
1069,"Yours, Mine & Ours",2005,5.4,24214.0
1070,Under Suspicion,2000,6.5,20236.0
1071,Undercover Brother,2002,5.8,31509.0
1072,Behind Enemy Lines,2001,6.4,93154.0
1073,Stay,2005,6.9,68611.0
1074,Luftslottet som sprängdes,2009,7.3,60282.0
1075,Swimming Pool,2003,6.8,38535.0
1076,Where the Heart Is,2000,6.8,29519.0
1077,Blindness,2008,6.6,64599.0
1078,28 Days,2000,6.0,39104.0
1079,Fired Up!,2009,6.2,40017.0
1080,A Christmas Carol,2009,6.8,86858.0
1081,Mou gaan dou,2002,8.1,109095.0
1082,Bad Santa,2003,7.1,123439.0
1083,Drumline,2002,5.7,31115.0
1084,Creep,2004,5.6,25829.0
1085,What a Girl Wants,2003,5.9,53386.0
1086,The Mexican,2001,6.1,95045.0
1087,Cellular,2004,6.5,85564.0
1088,Matchstick Men,2003,7.3,115737.0
1089,BloodRayne,2005,2.9,32201.0
1090,The Ballad of Jack and Rose,2005,6.7,10346.0
1091,A Lot Like Love,2005,6.6,63371.0
1092,Femme Fatale,2002,6.3,31031.0
1093,The Savages,2007,7.2,33867.0
1094,In the Bedroom,2001,7.4,34832.0
1095,Shi mian mai fu,2004,7.6,100130.0
1096,House of the Dead,2003,2.0,34135.0
1097,TMNT,2007,6.3,57304.0
1098,The Fog,2005,3.6,32167.0
1099,Ne le dis à personne,2006,7.5,44893.0
1100,Clerks II,2006,7.4,122469.0
1101,Pathfinder,2007,5.4,40028.0
1102,The Lizzie McGuire Movie,2003,5.4,31863.0
1103,Saving Silverman,2001,5.9,36041.0
1104,Vertical Limit,2000,5.9,54009.0
1105,The Perfect Man,2005,5.5,26012.0
1106,Confessions of a Shopaholic,2009,5.9,69280.0
1107,The Four Feathers,2002,6.5,30381.0
1108,Something New,2006,6.8,11689.0
1109,Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,60941.0
1110,Los cronocrímenes,2007,7.2,50344.0
1111,The Last Legion,2007,5.4,32011.0
1112,The Prince & Me,2004,5.9,35018.0
1113,Two Lovers,2008,7.0,32977.0
1114,In the Cut,2003,5.3,20109.0
1115,Loving Annabelle,2006,6.5,10619.0
1116,Bakjwi,2009,7.2,36238.0
1117,The Producers,2005,6.4,37786.0
1118,CQ,2001,6.3,4364.0
1119,Kidulthood,2006,6.8,16517.0
1120,Paid in Full,2002,7.1,8926.0
1121,Un long dimanche de fiançailles,2004,7.7,67161.0
1122,Kinky Boots,2005,7.1,16372.0
1123,Shanghai Noon,2000,6.6,108372.0
1124,Shanghai Knights,2003,6.2,91235.0
1125,Shadow of the Vampire,2000,6.9,36969.0
1126,Ali G Indahouse,2002,6.2,76621.0
1127,The Yards,2000,6.4,17870.0
1128,Frontière(s),2007,6.3,22736.0
1129,K-19: The Widowmaker,2002,6.7,54201.0
1130,I Know Who Killed Me,2007,3.6,24399.0
1131,The Interpreter,2005,6.4,91763.0
1132,In the Name of the King: A Dungeon Siege Tale,2007,3.8,41298.0
1133,The Cave,2005,5.1,32107.0
1134,Big Momma's House 2,2006,4.7,36551.0
1135,Valentine,2001,4.8,22358.0
1136,Chinjeolhan geumjassi,2005,7.6,62265.0
1137,Caché,2005,7.3,64133.0
1138,Black Christmas,2006,4.6,22241.0
1139,Anacondas: The Hunt for the Blood Orchid,2004,4.6,25191.0
1140,Killshot,2008,6.0,19623.0
1141,"Good Night, and Good Luck.",2005,7.5,88856.0
1142,Tra(sgre)dire,2000,5.6,4059.0
1143,I Love You Phillip Morris,2009,6.6,85590.0
1144,Superhero Movie,2008,4.5,58098.0
1145,Crossing Over,2009,6.8,21336.0
1146,The Quiet,2005,6.4,14302.0
1147,Tideland,2005,6.5,29360.0
1148,Rang De Basanti,2006,8.2,95994.0
1149,Kinsey,2004,7.1,45245.0
1150,Return to Me,2000,6.9,17973.0
1151,The Curse of the Were-Rabbit,2005,7.5,111504.0
1152,Life as a House,2001,7.5,41247.0
1153,Best in Show,2000,7.5,50209.0
1154,Just Married,2003,5.5,62803.0
1155,Rachel Getting Married,2008,6.7,44198.0
1156,The Ladykillers,2004,6.2,91605.0
1157,Jodhaa Akbar,2008,7.6,25478.0
1158,Crossroads,2002,3.4,36189.0
1159,The Legend of Bagger Vance,2000,6.7,49675.0
1160,Tuck Everlasting,2002,6.7,19636.0
1161,Windtalkers,2002,6.0,60993.0
1162,Oliver Twist,2005,6.9,28337.0
1163,Before the Devil Knows You're Dead,2007,7.3,88548.0
